IDAdicionalAplicado,IDProtocolo,IDAdicional,IDObraSocial,MontoFijo,PorcentajeSP
39964,25725,3,101,0,0
39965,25726,1,101,150,0
39966,25726,2,101,0,0
39967,25726,3,101,0,0
39968,25727,1,83,336,0
39969,25728,1,83,336,0
39970,25729,1,65,0,0
39971,25730,1,4,150,0
39972,25731,1,46,0,0
39973,25732,1,7,50,0
39974,25733,1,4,150,0
39975,25734,1,4,150,0
39976,25735,1,4,150,0
39977,25736,1,7,50,0
39978,25737,1,51,0,0
39979,25738,1,70,0,0
39980,25739,1,1,50,0
39982,25741,1,83,336,0
39983,25742,1,70,0,0
39984,25743,1,83,336,0
39985,25744,1,83,336,0
39986,25745,1,4,150,0
39987,25746,1,4,150,0
39988,25747,1,83,336,0
39989,25748,1,1,50,0
39990,25748,2,1,0,0
39991,25748,3,1,0,0
39992,25749,1,101,150,0
39993,25749,2,101,0,0
39994,25749,3,101,0,0
39995,25750,1,101,150,0
39996,25750,2,101,0,0
39997,25750,3,101,0,0
39998,25751,1,76,0,0
39999,25751,2,76,0,0
40000,25751,3,76,0,0
40001,25752,1,1,50,0
40002,25752,2,1,0,0
40003,25752,3,1,0,0
40004,25753,1,112,0,0
40005,25753,2,112,0,0
40006,25753,3,112,0,0
40007,25754,1,7,50,0
40008,25754,2,7,0,0
40009,25754,3,7,0,0
40010,25755,1,65,0,0
40011,25756,1,70,0,0
40012,25757,1,7,50,0
40013,25758,1,7,50,0
40014,25759,1,1,50,0
40015,25760,1,1,50,0
40016,25761,1,70,0,0
40017,25762,1,83,336,0
40018,25763,1,83,336,0
40019,25764,1,83,336,0
40020,25765,1,7,50,0
40021,25766,1,44,50,0
40022,25767,1,44,50,0
40023,25768,1,1,50,0
40024,25769,1,12,0,0
40025,25770,1,120,171,0
40026,25771,1,120,171,0
40027,25772,1,120,171,0
40028,25773,1,120,171,0
40029,25774,1,120,171,0
40030,25775,1,7,50,0
40031,25776,1,83,336,0
40032,25777,1,7,50,0
40034,25780,1,44,50,0
40035,25781,1,83,336,0
40036,25782,1,83,336,0
40037,25783,1,83,336,0
40038,25784,1,108,50,0
40039,25785,1,69,50,0
40040,25785,2,69,0,0
40041,25785,3,69,0,0
40042,25786,1,65,0,0
40043,25787,1,83,336,0
40044,25788,1,83,336,0
40045,25789,1,83,336,0
40046,25790,1,7,50,0
40047,25791,1,2,0,0
40048,25792,1,1,50,0
40049,25793,1,1,50,0
40050,25794,1,83,336,0
40051,25795,1,120,171,0
40052,25796,1,120,171,0
40053,25797,1,9,0,0
40054,25799,1,120,171,0
40055,25800,1,120,171,0
40056,25801,1,120,171,0
40057,25802,1,120,171,0
40058,25803,1,120,171,0
40059,25804,1,43,0,0
40060,25805,1,1,50,0
40061,25806,1,4,150,0
40062,25807,1,44,50,0
40063,25808,1,83,336,0
40064,25809,1,44,50,0
40065,25811,1,83,336,0
40066,25812,1,65,0,0
40067,25813,1,44,50,0
40068,25814,1,83,336,0
40069,25815,1,45,0,0
40070,25816,1,70,0,0
40071,25817,1,83,336,0
40072,25818,1,83,336,0
40073,25819,1,83,336,0
40074,25820,1,7,50,0
40075,25821,1,83,336,0
40076,25822,1,20,0,0
40077,25823,1,83,336,0
40079,25826,1,83,336,0
40080,25827,1,83,336,0
40081,25828,1,83,336,0
40082,25829,1,83,336,0
40083,25829,2,83,0,0
40084,25829,3,83,0,0
40085,25830,1,83,336,0
40086,25830,2,83,0,0
40087,25830,3,83,0,0
40088,25831,1,46,0,0
40089,25831,2,46,0,0
40090,25831,3,46,0,0
40091,25832,1,65,0,0
40092,25832,2,65,0,0
40093,25832,3,65,0,0
40094,25833,1,83,336,0
40095,25833,2,83,0,0
40096,25833,3,83,0,0
40097,25834,1,83,336,0
40098,25834,2,83,0,0
40099,25834,3,83,0,0
40100,25835,1,1,50,0
40101,25835,2,1,0,0
40102,25835,3,1,0,0
40103,25836,1,83,336,0
40104,25836,2,83,0,0
40105,25836,3,83,0,0
40106,25837,1,83,336,0
40107,25837,2,83,0,0
40108,25837,3,83,0,0
40109,25838,1,4,150,0
40110,25838,2,4,0,0
40111,25838,3,4,0,0
40112,25839,1,7,50,0
40113,25839,2,7,0,0
40114,25839,3,7,0,0
40115,25840,1,7,50,0
40116,25840,2,7,0,0
40117,25840,3,7,0,0
40118,25841,1,1,50,0
40119,25842,1,76,0,0
40120,25843,1,120,171,0
40121,25844,1,4,150,0
40122,25845,1,51,0,0
40123,25846,1,120,171,0
40124,25847,1,7,50,0
40125,25848,1,120,171,0
40126,25849,1,4,150,0
40127,25850,1,46,0,0
40128,25851,1,70,0,0
40129,25852,1,7,50,0
40130,25853,1,1,50,0
40131,25854,1,44,50,0
40132,25855,1,44,50,0
40133,25856,1,83,336,0
40134,25857,1,2,0,0
40135,25858,1,65,0,0
40136,25859,1,45,0,0
40137,25860,1,83,336,0
40138,25861,1,56,0,0
40139,25862,1,56,0,0
40140,25863,1,56,0,0
40141,25864,1,83,336,0
40142,25865,1,83,336,0
40143,25865,2,83,0,0
40144,25865,3,83,0,0
40145,25866,1,83,336,0
40146,25866,2,83,0,0
40147,25866,3,83,0,0
40148,25867,1,83,336,0
40149,25867,2,83,0,0
40150,25867,3,83,0,0
40151,25868,1,83,336,0
40152,25868,2,83,0,0
40153,25868,3,83,0,0
40154,25869,1,83,336,0
40155,25869,2,83,0,0
40156,25869,3,83,0,0
40157,25870,1,4,150,0
40158,25870,2,4,0,0
40159,25870,3,4,0,0
40160,25871,1,101,150,0
40161,25871,2,101,0,0
40162,25871,3,101,0,0
40163,25872,1,7,50,0
40164,25872,2,7,0,0
40165,25872,3,7,0,0
40166,25873,1,13,0,0
40167,25873,2,13,0,0
40168,25873,3,13,0,0
40169,25874,1,1,50,0
40170,25874,2,1,0,0
40171,25874,3,1,0,0
40172,25875,1,62,0,0
40173,25876,1,4,150,0
40174,25878,1,7,50,0
40175,25879,1,7,50,0
40176,25880,1,7,50,0
40177,25881,1,7,50,0
40178,25882,1,44,50,0
40179,25883,1,44,50,0
40180,25884,1,56,0,0
40181,25885,1,83,336,0
40182,25886,1,44,50,0
40183,25887,1,83,336,0
40184,25888,1,56,0,0
40185,25889,1,83,336,0
40186,25890,1,83,336,0
40187,25891,1,83,336,0
40188,25892,1,108,50,0
40189,25893,1,65,0,0
40190,25894,1,83,336,0
40191,25895,1,83,336,0
40192,25896,1,49,50,0
40193,25897,1,43,0,0
40194,25898,1,4,150,0
40195,25899,1,46,0,0
40196,25900,1,83,336,0
40197,25901,1,7,50,0
40198,25902,1,2,0,0
40199,25903,1,46,0,0
40200,25904,1,83,336,0
40201,25905,1,83,336,0
40202,25906,1,83,336,0
40203,25907,1,4,150,0
40204,25908,1,44,50,0
40205,25909,1,83,336,0
40206,25910,1,83,336,0
40207,25910,2,83,0,0
40208,25910,3,83,0,0
40209,25911,1,91,0,0
40210,25911,2,91,0,0
40211,25911,3,91,0,0
40212,25912,1,7,50,0
40213,25912,2,7,0,0
40214,25912,3,7,0,0
40222,25918,1,7,50,0
40223,25919,1,120,171,0
40224,25920,1,120,171,0
40225,25921,1,83,336,0
40226,25922,1,120,171,0
40227,25923,1,120,171,0
40228,25924,1,120,171,0
40229,25925,1,120,171,0
40230,25926,1,120,171,0
40231,25927,1,120,171,0
40232,25928,1,83,336,0
40233,25929,1,86,0,0
40234,25930,1,62,0,0
40235,25931,1,4,150,0
40236,25932,1,76,0,0
40238,25934,1,6,0,0
40240,25936,1,78,50,0
40241,25937,1,108,50,0
40242,25938,1,83,336,0
40243,25939,1,83,336,0
40244,25940,1,44,50,0
40245,25941,1,69,50,0
40246,25942,1,4,150,0
40247,25942,2,4,0,0
40248,25942,3,4,0,0
40249,25943,1,70,0,0
40250,25943,2,70,0,0
40251,25943,3,70,0,0
40252,25944,1,4,150,0
40253,25944,2,70,0,0
40254,25944,3,70,0,0
40255,25945,1,83,336,0
40256,25945,2,83,0,0
40257,25945,3,83,0,0
40258,25947,1,70,0,0
40259,25947,2,70,0,0
40260,25947,3,70,0,0
40261,25948,1,101,150,0
40262,25948,2,101,0,0
40263,25948,3,101,0,0
40264,25950,1,101,150,0
40265,25950,2,101,0,0
40266,25950,3,101,0,0
40270,25952,1,46,0,0
40271,25953,1,46,0,0
40272,25954,1,7,50,0
40273,25955,1,7,50,0
40274,25956,1,62,0,0
40275,25957,1,9,0,0
40276,25958,1,1,50,0
40277,25959,1,76,0,0
40278,25960,1,7,50,0
40279,25961,1,83,336,0
40280,25962,1,120,171,0
40281,25963,1,120,171,0
40282,25964,1,120,171,0
40283,25966,1,120,171,0
40284,25967,1,120,171,0
40285,25968,1,120,171,0
40286,25969,1,120,171,0
40287,25970,1,82,50,0
40288,25971,1,120,171,0
40289,25973,1,51,0,0
40290,25974,1,69,50,0
40291,25975,1,45,0,0
40292,25976,1,4,150,0
40293,25977,1,13,0,0
40294,25978,1,81,0,0
40295,25979,1,4,150,0
40296,25980,1,7,50,0
40297,25981,1,83,336,0
40299,25983,1,7,50,0
40300,25984,1,4,150,0
40301,25985,1,83,336,0
40302,25986,1,83,336,0
40303,25987,1,83,336,0
40304,25988,1,83,336,0
40305,25989,1,43,0,0
40306,25990,1,83,336,0
40307,25991,1,83,336,0
40308,25992,1,83,336,0
40309,25993,1,4,150,0
40310,25994,1,44,50,0
40311,25995,1,44,50,0
40312,25996,1,44,50,0
40313,25997,1,56,0,0
40314,25998,1,1,50,0
40316,26000,1,83,336,0
40317,26001,1,4,150,0
40318,26001,2,4,0,0
40319,26001,3,4,0,0
40320,26002,1,83,336,0
40321,26002,2,83,0,0
40322,26002,3,83,0,0
40323,26003,1,83,336,0
40324,26003,2,83,0,0
40325,26003,3,83,0,0
40326,26004,1,83,336,0
40327,26004,2,83,0,0
40328,26004,3,83,0,0
40329,26005,1,83,336,0
40330,26005,2,83,0,0
40331,26005,3,83,0,0
40332,26006,1,83,336,0
40333,26006,2,83,0,0
40334,26006,3,83,0,0
40335,26007,1,7,50,0
40336,26007,2,7,0,0
40337,26007,3,7,0,0
40338,26008,1,7,50,0
40339,26008,2,7,0,0
40340,26008,3,7,0,0
40341,26010,1,83,336,0
40342,26010,2,83,0,0
40343,26010,3,83,0,0
40344,26011,1,83,336,0
40345,26011,2,83,0,0
40346,26011,3,83,0,0
40347,26012,1,83,336,0
40348,26012,2,83,0,0
40349,26012,3,83,0,0
40350,26013,1,7,50,0
40351,26013,2,7,0,0
40352,26013,3,7,0,0
40353,26015,1,1,50,0
40354,26016,1,2,0,0
40355,26017,1,7,50,0
40356,26018,1,7,50,0
40357,26019,1,7,50,0
40358,26020,1,7,50,0
40359,26021,1,7,50,0
40360,26022,1,9,0,0
40361,26023,1,7,50,0
40362,26024,1,2,0,0
40363,26025,1,1,50,0
40364,26026,1,120,171,0
40365,26027,1,120,171,0
40366,26028,1,120,171,0
40367,26029,1,120,171,0
40368,26030,1,120,171,0
40369,26031,1,120,171,0
40370,26032,1,120,171,0
40371,26033,1,51,0,0
40372,26034,1,65,0,0
40374,26037,1,44,50,0
40375,26038,1,44,50,0
40376,26039,1,44,50,0
40378,26042,1,56,0,0
40379,26043,1,56,0,0
40380,26044,1,83,336,0
40381,26045,1,44,50,0
40382,26046,1,56,0,0
40383,26047,1,56,0,0
40384,26048,1,56,0,0
40385,26049,1,56,0,0
40386,26050,1,55,0,0
40387,26050,2,55,0,0
40388,26050,3,55,0,0
40389,26051,1,55,0,0
40390,26051,2,55,0,0
40391,26051,3,55,0,0
40392,26052,1,1,50,0
40393,26052,2,1,0,0
40394,26052,3,1,0,0
40395,26053,1,112,0,0
40396,26053,2,112,0,0
40397,26053,3,112,0,0
40398,26054,1,4,150,0
40399,26054,2,4,0,0
40400,26054,3,4,0,0
40401,26055,1,46,0,0
40402,26056,1,83,336,0
40403,26057,1,83,336,0
40404,26058,1,4,150,0
40405,26059,1,4,150,0
40406,26060,1,1,50,0
40407,26061,1,78,50,0
40408,26062,1,70,0,0
40409,26063,1,78,50,0
40410,26064,1,9,0,0
40411,26065,1,83,336,0
40412,26066,1,112,0,0
40413,26067,1,7,50,0
40414,26068,1,4,150,0
40415,26069,1,65,0,0
40416,26070,1,4,150,0
40417,26071,1,22,0,0
40418,26072,1,2,0,0
40419,26073,1,44,50,0
40421,26076,1,1,50,0
40422,26077,1,65,0,0
40423,26078,1,46,0,0
40427,26083,1,7,50,0
40428,26084,1,56,0,0
40429,26085,1,56,0,0
40430,26086,1,83,336,0
40431,26087,1,83,336,0
40432,26088,1,83,336,0
40433,26089,1,44,50,0
40434,26090,1,83,336,0
40435,26091,1,101,150,0
40436,26091,2,101,0,0
40437,26091,3,101,0,0
40438,26092,1,101,150,0
40439,26092,2,101,0,0
40440,26092,3,101,0,0
40441,26093,1,2,0,0
40442,26093,2,2,0,0
40443,26093,3,2,0,0
40444,26094,1,2,0,0
40445,26094,2,2,0,0
40446,26094,3,2,0,0
40447,26095,1,4,150,0
40449,26097,1,78,50,0
40450,26098,1,76,0,0
40451,26099,1,49,50,0
40452,26100,1,24,0,0
40453,26101,1,7,50,0
40454,26102,1,83,336,0
40455,26103,1,41,0,0
40456,26104,1,7,50,0
40457,26105,1,7,50,0
40459,26109,1,4,150,0
40460,26110,1,4,150,0
40461,26111,1,83,336,0
40462,26112,1,44,50,0
40463,26113,1,41,0,0
40464,26114,1,4,150,0
40465,26114,2,4,0,0
40466,26114,3,4,0,0
40467,26115,1,43,0,0
40468,26115,2,43,0,0
40469,26115,3,43,0,0
40470,26116,1,4,150,0
40471,26116,2,4,0,0
40472,26116,3,4,0,0
40473,26117,1,83,336,0
40474,26117,2,83,0,0
40475,26117,3,83,0,0
40476,26118,1,2,0,0
40477,26118,2,2,0,0
40478,26118,3,2,0,0
40479,26119,1,7,50,0
40480,26119,2,7,0,0
40481,26119,3,7,0,0
40482,26120,1,59,0,0
40483,26120,2,59,0,0
40484,26120,3,59,0,0
40485,26121,1,120,171,0
40486,26121,2,120,0,0
40487,26121,3,120,0,0
40488,26122,1,120,171,0
40489,26122,2,120,0,0
40490,26122,3,120,0,0
40491,26123,1,120,171,0
40492,26123,2,120,0,0
40493,26123,3,120,0,0
40494,26124,1,120,171,0
40495,26124,2,120,0,0
40496,26124,3,120,0,0
40497,26125,1,120,171,0
40498,26126,1,120,171,0
40499,26127,1,120,171,0
40500,26128,1,120,171,0
40501,26129,1,120,171,0
40502,26130,1,120,171,0
40503,26131,1,2,0,0
40504,26132,1,83,336,0
40505,26134,1,7,50,0
40506,26136,1,83,336,0
40507,26137,1,4,150,0
40508,26138,1,17,50,0
40509,26139,1,17,50,0
40510,26140,1,14,0,0
40511,26141,1,1,50,0
40512,26142,1,20,0,0
40513,26143,1,20,0,0
40514,26144,1,4,150,0
40515,26145,1,7,50,0
40516,26146,1,1,50,0
40517,26147,1,44,50,0
40518,26148,1,1,50,0
40519,26149,1,66,0,0
40520,26150,1,83,336,0
40521,26151,1,83,336,0
40522,26152,1,83,336,0
40523,26153,1,83,336,0
40524,26154,1,2,0,0
40525,26156,1,83,336,0
40526,26157,1,83,336,0
40527,26158,1,83,336,0
40528,26158,2,83,0,0
40529,26158,3,83,0,0
40530,26159,1,83,336,0
40531,26159,2,83,0,0
40532,26159,3,83,0,0
40533,26160,1,83,336,0
40534,26160,2,7,0,0
40535,26160,3,7,0,0
40536,26161,1,83,336,0
40537,26161,2,83,0,0
40538,26161,3,83,0,0
40539,26162,1,83,336,0
40540,26162,2,83,0,0
40541,26162,3,83,0,0
40542,26163,1,97,0,0
40543,26164,1,97,0,0
40544,26165,1,51,0,0
40545,26167,1,4,150,0
40546,26168,1,83,336,0
40547,26169,1,83,336,0
40548,26170,1,83,336,0
40549,26171,1,46,0,0
40550,26172,1,83,336,0
40551,26172,2,83,0,0
40552,26172,3,83,0,0
40553,26173,1,83,336,0
40554,26173,2,83,0,0
40555,26173,3,83,0,0
40556,26174,1,83,336,0
40557,26174,2,83,0,0
40558,26174,3,83,0,0
40559,26175,1,65,0,0
40560,26175,2,65,0,0
40561,26175,3,65,0,0
40562,26176,1,83,336,0
40563,26176,2,83,0,0
40564,26176,3,83,0,0
40565,26177,1,50,0,0
40566,26177,2,50,0,0
40567,26177,3,50,0,0
40568,26178,1,1,50,0
40569,26178,2,1,0,0
40570,26178,3,1,0,0
40571,26179,1,7,50,0
40572,26179,2,7,0,0
40573,26179,3,7,0,0
40574,26180,1,78,50,0
40575,26180,2,50,0,0
40576,26180,3,50,0,0
40577,26181,1,2,0,0
40578,26181,2,2,0,0
40579,26181,3,2,0,0
40580,26182,1,83,336,0
40581,26183,1,83,336,0
40582,26185,1,46,0,0
40583,26186,1,83,336,0
40584,26187,1,83,336,0
40585,26188,1,83,336,0
40587,26190,1,4,150,0
40588,26191,1,4,150,0
40589,26192,1,120,171,0
40590,26193,1,120,171,0
40591,26194,1,120,171,0
40592,26195,1,120,171,0
40593,26196,1,81,0,0
40594,26197,1,120,171,0
40595,26198,1,120,171,0
40596,26199,1,120,171,0
40597,26200,1,4,150,0
40598,26201,1,4,150,0
40599,26202,1,7,50,0
40600,26203,1,7,50,0
40601,26204,1,1,50,0
40602,26205,1,7,50,0
40603,26206,1,7,50,0
40604,26207,1,78,50,0
40605,26208,1,83,336,0
40606,26209,1,56,0,0
40607,26210,1,44,50,0
40608,26211,1,4,150,0
40609,26212,1,83,336,0
40610,26213,1,83,336,0
40611,26214,1,83,336,0
40612,26215,1,83,336,0
40613,26216,1,83,336,0
40614,26217,1,1,50,0
40615,26218,1,65,0,0
40616,26219,1,83,336,0
40617,26220,1,2,0,0
40618,26221,1,4,150,0
40619,26222,1,83,336,0
40620,26222,2,83,0,0
40621,26222,3,83,0,0
40622,26223,1,7,50,0
40623,26223,2,7,0,0
40624,26223,3,7,0,0
40625,26224,1,4,150,0
40626,26224,2,4,0,0
40627,26224,3,4,0,0
40628,26225,1,70,0,0
40629,26225,2,70,0,0
40630,26225,3,70,0,0
40631,26226,1,70,0,0
40632,26226,2,70,0,0
40633,26226,3,70,0,0
40634,26227,1,83,336,0
40635,26227,2,83,0,0
40636,26227,3,83,0,0
40637,26228,1,83,336,0
40638,26228,2,81,0,0
40639,26228,3,81,0,0
40640,26229,1,108,50,0
40641,26229,2,108,0,0
40642,26229,3,108,0,0
40643,26230,1,108,50,0
40644,26230,2,108,0,0
40645,26230,3,108,0,0
40646,26231,1,108,50,0
40647,26231,2,108,0,0
40648,26231,3,108,0,0
40649,26232,1,108,50,0
40650,26233,1,81,0,0
40651,26234,1,7,50,0
40652,26235,1,9,0,0
40653,26236,1,4,150,0
40655,26238,1,4,150,0
40656,26239,1,76,0,0
40657,26240,1,83,336,0
40658,26241,1,7,50,0
40659,26242,1,1,50,0
40660,26243,1,78,50,0
40661,26244,1,4,150,0
40662,26245,1,7,50,0
40663,26246,1,1,50,0
40665,26248,1,44,50,0
40666,26249,1,44,50,0
40667,26250,1,83,336,0
40668,26251,1,4,150,0
40669,26252,1,4,150,0
40670,26252,2,69,0,0
40671,26252,3,69,0,0
40672,26253,1,2,0,0
40673,26253,2,2,0,0
40674,26253,3,2,0,0
40675,26254,1,4,150,0
40676,26254,2,4,0,0
40677,26254,3,4,0,0
40678,26255,1,83,336,0
40679,26256,1,83,336,0
40680,26257,1,7,50,0
40681,26258,1,51,0,0
40682,26259,1,7,50,0
40683,26260,1,4,150,0
40684,26261,1,44,50,0
40685,26262,1,44,50,0
40686,26263,1,55,0,0
40687,26264,1,46,0,0
40688,26265,1,1,50,0
40689,26266,1,1,50,0
40690,26267,1,43,0,0
40691,26268,1,83,336,0
40692,26269,1,44,50,0
40693,26270,1,83,336,0
40694,26271,1,83,336,0
40695,26272,1,83,336,0
40696,26273,1,1,50,0
40697,26274,1,81,0,0
40698,26275,1,81,0,0
40699,26276,1,83,336,0
40700,26276,2,83,0,0
40701,26276,3,83,0,0
40702,26277,1,1,50,0
40703,26277,2,1,0,0
40704,26277,3,1,0,0
40705,26278,1,4,150,0
40706,26278,2,4,0,0
40707,26278,3,4,0,0
40708,26279,1,120,171,0
40709,26279,2,120,0,0
40710,26279,3,120,0,0
40711,26280,1,120,171,0
40712,26280,2,120,0,0
40713,26280,3,120,0,0
40714,26281,1,120,171,0
40715,26281,2,120,0,0
40716,26281,3,120,0,0
40717,26282,1,120,171,0
40718,26282,2,120,0,0
40719,26282,3,120,0,0
40720,26283,1,120,171,0
40721,26283,2,120,0,0
40722,26283,3,120,0,0
40723,26284,1,120,171,0
40724,26284,2,120,0,0
40725,26284,3,120,0,0
40726,26285,1,120,171,0
40727,26285,2,120,0,0
40728,26285,3,120,0,0
40729,26286,1,120,171,0
40730,26286,2,120,0,0
40731,26286,3,120,0,0
40732,26287,1,120,171,0
40733,26287,2,120,0,0
40734,26287,3,120,0,0
40735,26288,1,120,171,0
40736,26288,2,120,0,0
40737,26288,3,120,0,0
40738,26289,1,4,150,0
40739,26290,1,1,50,0
40740,26291,1,1,50,0
40741,26292,1,4,150,0
40742,26293,1,7,50,0
40743,26294,1,7,50,0
40744,26295,1,7,50,0
40745,26296,1,120,171,0
40746,26298,1,83,336,0
40747,26299,1,83,336,0
40748,26300,1,1,50,0
40749,26301,1,61,0,0
40750,26302,1,78,50,0
40751,26303,1,1,50,0
40752,26304,1,1,50,0
40753,26305,1,1,50,0
40754,26306,1,83,336,0
40755,26307,1,44,50,0
40756,26308,1,45,0,0
40757,26309,1,4,150,0
40758,26310,1,83,336,0
40759,26311,1,83,336,0
40760,26312,1,44,50,0
40761,26313,1,81,0,0
40762,26314,1,17,50,0
40763,26314,2,17,0,0
40764,26314,3,17,0,0
40765,26315,1,1,50,0
40766,26315,2,1,0,0
40767,26315,3,1,0,0
40768,26316,1,83,336,0
40769,26316,2,83,0,0
40770,26316,3,83,0,0
40771,26317,1,41,0,0
40772,26317,2,41,0,0
40773,26317,3,41,0,0
40774,26318,1,64,50,0
40775,26318,2,64,0,0
40776,26318,3,64,0,0
40777,26319,1,1,50,0
40778,26319,2,1,0,0
40779,26319,3,1,0,0
40780,26320,1,4,150,0
40781,26321,1,4,150,0
40782,26322,1,4,150,0
40783,26323,1,78,50,0
40784,26324,1,1,50,0
40785,26325,1,120,171,0
40786,26326,1,120,171,0
40787,26327,1,120,171,0
40788,26328,1,120,171,0
40789,26330,1,7,50,0
40790,26331,1,120,171,0
40791,26332,1,120,171,0
40792,26333,1,120,171,0
40793,26334,1,120,171,0
40794,26335,1,120,171,0
40795,26336,1,76,0,0
40796,26337,1,78,50,0
40797,26338,1,49,50,0
40798,26339,1,20,0,0
40799,26340,1,62,0,0
40800,26341,1,1,50,0
40801,26342,1,7,50,0
40802,26343,1,1,50,0
40803,26344,1,4,150,0
40804,26345,1,7,50,0
40805,26346,1,7,50,0
40806,26347,1,44,50,0
40807,26348,1,44,50,0
40808,26349,1,4,150,0
40809,26350,1,2,0,0
40811,26352,1,83,336,0
40812,26353,1,4,150,0
40814,26355,1,9,0,0
40815,26356,1,9,0,0
40816,26357,1,46,0,0
40817,26358,1,44,50,0
40818,26359,1,59,0,0
40819,26360,1,4,150,0
40820,26361,1,83,336,0
40821,26361,2,7,0,0
40822,26361,3,7,0,0
40823,26362,1,83,336,0
40824,26362,2,83,0,0
40825,26362,3,83,0,0
40826,26363,1,49,50,0
40827,26364,1,7,50,0
40828,26365,1,76,0,0
40829,26367,1,120,171,0
40830,26368,1,120,171,0
40831,26369,1,120,171,0
40832,26370,1,120,171,0
40833,26371,1,120,171,0
40834,26372,1,120,171,0
40835,26374,1,51,0,0
40836,26375,1,2,0,0
40837,26376,1,83,336,0
40838,26377,1,7,50,0
40840,26379,1,1,50,0
40841,26380,1,45,0,0
40842,26381,1,1,50,0
40843,26382,1,51,0,0
40844,26383,1,69,50,0
40845,26384,1,101,150,0
40846,26385,1,69,50,0
40847,26386,1,44,50,0
40848,26387,1,56,0,0
40849,26388,1,83,336,0
40850,26389,1,75,0,0
40851,26390,1,4,150,0
40852,26390,2,4,0,0
40853,26390,3,4,0,0
40854,26391,1,4,150,0
40855,26391,2,14,0,0
40856,26391,3,14,0,0
40857,26392,1,108,50,0
40858,26393,1,1,50,0
40859,26394,1,51,0,0
40860,26395,1,7,50,0
40861,26396,1,1,50,0
40862,26397,1,7,50,0
40863,26398,1,1,50,0
40864,26399,1,1,50,0
40865,26400,1,1,50,0
40866,26401,1,7,50,0
40867,26402,1,81,0,0
40868,26404,1,120,171,0
40869,26405,1,120,171,0
40870,26406,1,120,171,0
40871,26407,1,120,171,0
40872,26408,1,120,171,0
40873,26409,1,120,171,0
40874,26410,1,120,171,0
40875,26411,1,120,171,0
40876,26413,1,120,171,0
40877,26414,1,20,0,0
40878,26415,1,46,0,0
40879,26416,1,1,50,0
40880,26417,1,6,0,0
40881,26418,1,4,150,0
40882,26419,1,4,150,0
40883,26420,1,44,50,0
40884,26421,1,44,50,0
40885,26422,1,83,336,0
40886,26423,1,2,0,0
40887,26424,1,83,336,0
40888,26425,1,1,50,0
40889,26425,2,1,0,0
40890,26425,3,1,0,0
40891,26426,1,7,50,0
40892,26426,2,7,0,0
40893,26426,3,7,0,0
40894,26427,1,81,0,0
40895,26427,2,81,0,0
40896,26427,3,81,0,0
40897,26428,1,83,336,0
40898,26428,2,83,0,0
40899,26428,3,83,0,0
40900,26429,1,4,150,0
40901,26429,2,4,0,0
40902,26429,3,4,0,0
40903,26430,1,7,50,0
40904,26430,2,7,0,0
40905,26430,3,7,0,0
40906,26431,1,4,150,0
40907,26432,1,78,50,0
40908,26433,1,4,150,0
40909,26434,1,78,50,0
40910,26435,1,7,50,0
40911,26436,1,101,150,0
40912,26437,1,76,0,0
40913,26438,1,51,0,0
40914,26439,1,4,150,0
40915,26440,1,4,150,0
40916,26441,1,4,150,0
40917,26442,1,76,0,0
40918,26443,1,83,336,0
40919,26444,1,44,50,0
40920,26445,1,83,336,0
40921,26446,1,2,0,0
40922,26447,1,83,336,0
40923,26448,1,83,336,0
40924,26449,1,119,0,0
40925,26450,1,1,50,0
40926,26451,1,7,50,0
40927,26452,1,4,150,0
40928,26453,1,120,171,0
40929,26454,1,120,171,0
40930,26455,1,120,171,0
40931,26456,1,120,171,0
40932,26457,1,120,171,0
40933,26458,1,120,171,0
40934,26459,1,120,171,0
40935,26460,1,120,171,0
40936,26461,1,41,0,0
40937,26462,1,120,171,0
40938,26463,1,7,50,0
40939,26464,1,1,50,0
40940,26465,1,44,50,0
40941,26466,1,7,50,0
40942,26467,1,48,0,0
40943,26468,1,1,50,0
40944,26469,1,1,50,0
40945,26470,1,1,50,0
40946,26471,1,48,0,0
40947,26472,1,70,0,0
40948,26473,1,7,50,0
40949,26474,1,1,50,0
40950,26475,1,83,336,0
40951,26476,1,83,336,0
40952,26477,1,83,336,0
40953,26478,1,22,0,0
40954,26479,1,83,336,0
40955,26480,1,76,0,0
40956,26480,2,76,0,0
40957,26480,3,76,0,0
40958,26481,1,22,0,0
40959,26481,2,22,0,0
40960,26481,3,22,0,0
40961,26482,1,65,0,0
40962,26482,2,65,0,0
40963,26482,3,65,0,0
40964,26483,1,4,150,0
40965,26484,1,76,0,0
40966,26485,1,78,50,0
40967,26486,1,120,171,0
40968,26487,1,120,171,0
40969,26488,1,120,171,0
40970,26489,1,120,171,0
40971,26490,1,120,171,0
40972,26491,1,120,171,0
40973,26492,1,120,171,0
40974,26493,1,1,50,0
40975,26494,1,1,50,0
40976,26495,1,4,150,0
40977,26496,1,44,50,0
40978,26497,1,51,0,0
40979,26498,1,83,336,0
40980,26499,1,83,336,0
40981,26500,1,108,50,0
40982,26501,1,76,0,0
40983,26502,1,1,50,0
40984,26503,1,45,0,0
40985,26504,1,83,336,0
40986,26505,1,22,0,0
40987,26506,1,83,336,0
40988,26507,1,83,336,0
40989,26508,1,83,336,0
40990,26509,1,83,336,0
